sha256	size	count	paths	top_level_dirs	extensions	basenames	risk_flags	classification	classification_reason
9b7ebf84e0c4ce7e6e6841b8f36cab493fd6c5c2b38dffee32d74203c5e93b76	823	2	Decks - Tim/0170.dck | Decks - revision/0170.dck	Decks - Tim, Decks - revision	.dck	0170.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
7288f7397bf2e16fc0bfc5a38f666e4a730e717628565cf336aa872d2d960469	823	2	Manalink3/Mods/PlayDeck/Mono Set/Orion79 block/Coldsnap Deck.dck | Mods/PlayDeck/Mono Set/Orion79 block/Coldsnap Deck.dck	Manalink3, Mods	.dck	Coldsnap Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
43a604263ad6c3170a1839f8207095960a69ac48a5fd0d01d2a8aae40adfe000	823	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Clerics, Unholy Ritual Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Clerics, Unholy Ritual Deck.dck	Manalink3, Mods	.dck	Clerics, Unholy Ritual Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
176338e42d19fdb54efb813803c4267f0b99a906f158816a56172976197763f6	823	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Crucible Hell.dck | Mods/PlayDeck/PlayDeck_Brewin/Crucible Hell.dck	Manalink3, Mods	.dck	Crucible Hell.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
0aefe7f219bfdf169f92102808dee622d86c410988cacd0d090d66b855299f53	823	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Sleight of Blue Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Sleight of Blue Deck.dck	Manalink3, Mods	.dck	Sleight of Blue Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
d2743ec053ea4b4e94b536ec5abdef804b146c8229d1f8b7e4624feb521debc7	823	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Slivers, White Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Slivers, White Deck.dck	Manalink3, Mods	.dck	Slivers, White Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2d53e6dcf567287c1c8609b74deae231f18631ec8bc02db36a6ff6ecf82dc366	823	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Karn's Legacy.dck | Mods/PlayDeck/PlayDeck_Korath/Karn's Legacy.dck	Manalink3, Mods	.dck	Karn's Legacy.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
de003d6373f548735c39c08b12016561a7385e9804ecafef6434813eb5528627	823	2	Manalink3/Program/PlayDeck/Exploring the Academy.dck | Playdeck/Exploring the Academy.dck	Manalink3, Playdeck	.dck	Exploring the Academy.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
754d544ea58fa718936656c79c83ac1e8b92edf1e3651d68d6175275bef3f9f3	823	2	Manalink3/Program/PlayDeck/ToolBox Pod.dck | Playdeck/ToolBox Pod.dck	Manalink3, Playdeck	.dck	ToolBox Pod.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
8cbbf0e18d86ca693e806b36b11b5613944cea871c75a9bcf28548d182ec08cf	822	2	Decks - Tim/0219.dck | Decks - revision/0219.dck	Decks - Tim, Decks - revision	.dck	0219.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
37e2c87ca0c17431bb7b73bc3ebc51cebde8aba646c6164f50260ee9eac6c178	822	2	Decks - Tim/0260.dck | Decks - revision/0260.dck	Decks - Tim, Decks - revision	.dck	0260.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
4ce73c8e653caf6e7d9927a5d47d56e17d05c55bba3605791ec06a39b5ad9b25	822	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Illusions Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Illusions Deck.dck	Manalink3, Mods	.dck	Illusions Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
18cbc05b5742296e14f0e0aba17e7a73e2c5a78c1ec7f894dc6ca3588b0ac503	822	2	Manalink3/Mods/PlayDeck/Mono Set/Orion79 block/Fifth Dawn Deck.dck | Mods/PlayDeck/Mono Set/Orion79 block/Fifth Dawn Deck.dck	Manalink3, Mods	.dck	Fifth Dawn Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
4f1be1c9bc4d1973e567ae6e676ed941f3758532e555494f1bbb95cf94f1f53f	822	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Goblin Invasion Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Goblin Invasion Deck.dck	Manalink3, Mods	.dck	Goblin Invasion Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
86896b34b5aed066d0fb0576c4cde2216ed98e6d73e71556568eb14d52dae646	822	2	Manalink3/Program/PlayDeck/FRF UG Surprise Attack.dck | Playdeck/FRF UG Surprise Attack.dck	Manalink3, Playdeck	.dck	FRF UG Surprise Attack.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
09b28b35d872bc3750a4c56eb5b0239077578364ae1d40284d3b8312521664e6	822	2	Manalink3/Program/PlayDeck/The Bane of Standard.dck | Playdeck/The Bane of Standard.dck	Manalink3, Playdeck	.dck	The Bane of Standard.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
35d235f8dae73fd9ad991f3c5d60ef41cfe12ec0dc89d80d3e263d978ce512d2	822	2	decks - rawky/0399.dck | decks/0399.dck	decks, decks - rawky	.dck	0399.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
165450b539c6741bdf73e597c7ade50c9475da81a3faa3828505de968287486e	411	3	Manalink3/Mods/PlayDeck/Degenerate/Themed/Anti-Artifact/Anti Artifact.dck | Mods/PlayDeck/Degenerate/Themed/Anti-Artifact/Anti Artifact.dck | Playdeck/Anti Artifact.dck	Manalink3, Mods, Playdeck	.dck	Anti Artifact.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
55fc591e480066f93d873eb1f92f659a88700e7ac5559cc844a8c68a0ea7e5e1	411	3	Manalink3/Mods/PlayDeck/Degenerate/Tribal/Tribal Goblin Red 2.dck | Mods/PlayDeck/Degenerate/Tribal/Tribal Goblin Red 2.dck | Playdeck/Tribal Goblin Red 2.dck	Manalink3, Mods, Playdeck	.dck	Tribal Goblin Red 2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
0e0f8034520d6743d5b05680ae656adbefad06c3e355b4972b9e588e4ab57232	411	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/BigAffinity.dck | Manalink3/Program/PlayDeck/BigAffinity.dck | Mods/PlayDeck/PlayDeck_Brewin/BigAffinity.dck	Manalink3, Mods	.dck	BigAffinity.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
43f5e21d3c2e137f78d4f6e2f949b42891e1c5e9a3de92b7cf5a29514f1ac6fd	411	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Crush Bob.dck | Manalink3/Program/PlayDeck/Crush Bob.dck | Mods/PlayDeck/PlayDeck_Brewin/Crush Bob.dck	Manalink3, Mods	.dck	Crush Bob.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
e494318dcf453d6fc2548306e6286dd3925d9950afe313ca5d57e2a1699398e7	821	2	Decks - Tim/0010.dck | Decks - revision/0010.dck	Decks - Tim, Decks - revision	.dck	0010.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2476ffd20351ea124d6fec503af3458f9b7c38c406deae60a7e5ef410a93f88f	821	2	Manalink3/Mods/PlayDeck/Degenerate/Themed/AuraTogEnchantress/Enchantress Kewel.dck | Mods/PlayDeck/Degenerate/Themed/AuraTogEnchantress/Enchantress Kewel.dck	Manalink3, Mods	.dck	Enchantress Kewel.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
271e523003ae0f28bf67ce56d2ec128f1a538c3d835bb3ca282467007ed70d73	821	2	Manalink3/Mods/PlayDeck/Mono Set/Orion79 block/Mirrodin Deck.dck | Mods/PlayDeck/Mono Set/Orion79 block/Mirrodin Deck.dck	Manalink3, Mods	.dck	Mirrodin Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c18bc45608c4eaa30e4b0c5cefed4417c0ebf26e788e40f985e01c28a939296d	821	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Eelk & Antilope Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Eelk & Antilope Deck.dck	Manalink3, Mods	.dck	Eelk & Antilope Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
9944b0d3f7ea32c1a82cbaa7b4d377c252632f0d0c82c61db41f529146e355de	821	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Visions Deck 2.dck | Mods/PlayDeck/PlayDeck_Brewin/Visions Deck 2.dck	Manalink3, Mods	.dck	Visions Deck 2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
01f4d5de235bd55b57a0cac93e9c252527d8d8a6c56161dc27f0d0044fafff8a	821	2	Manalink3/Program/PlayDeck/Nic Fit.dck | Playdeck/Nic Fit.dck	Manalink3, Playdeck	.dck	Nic Fit.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
def08d1876d3bb95e8c97af57037ec4908ddd017c72b9bc7178fe3a0c50f6615	820	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Shamans Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Shamans Deck.dck	Manalink3, Mods	.dck	Shamans Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
15d966a2297bca43e72d1d79ce7ccb2307ce389085bfda7743bc637e5bc4b099	820	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/White Strike Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/White Strike Deck.dck	Manalink3, Mods	.dck	White Strike Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
58c6d915cfc26d812580046db4d2313a1965be5dd04a7219c28a89824a55d8e2	820	2	Manalink3/Mods/PlayDeck/Mono Set/Return to Ravnica/DGM American Control.dck | Mods/PlayDeck/Mono Set/Return to Ravnica/DGM American Control.dck	Manalink3, Mods	.dck	DGM American Control.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
cf192801d0ee303a11c62ce518d8685d816f6a715fa95cc8349b1b1627fae0b8	820	2	Manalink3/Mods/PlayDeck/Mono Set/Return to Ravnica/RTR Trostani Junk.dck | Mods/PlayDeck/Mono Set/Return to Ravnica/RTR Trostani Junk.dck	Manalink3, Mods	.dck	RTR Trostani Junk.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ab54c4b5bef1bdee7c28f673ffd09ea2c2d61d8078bddf020aded7eaa900f8d1	820	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Boars Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Boars Deck.dck	Manalink3, Mods	.dck	Boars Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
8564f71735b34bad3edfb69797b0c2d8d50a18f4cb306441da201711023e9c5f	820	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Storm Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Storm Deck.dck	Manalink3, Mods	.dck	Storm Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
52abec46e3ab1b30a12734c9d2ba0d66d1242074b6c8be65a237523a07697c90	820	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/White-Blue Urzatron.dck | Mods/PlayDeck/PlayDeck_Korath/White-Blue Urzatron.dck	Manalink3, Mods	.dck	White-Blue Urzatron.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
f179c81da2e2fe1d82c56274ce70341a81ed4b18a55d1eae3c3e47625db6818b	410	3	Manalink3/Mods/PlayDeck/Degenerate/Themed/ControlNonblue/WB control.dck | Mods/PlayDeck/Degenerate/Themed/ControlNonblue/WB control.dck | Playdeck/WB control.dck	Manalink3, Mods, Playdeck	.dck	WB control.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2b1c722bc06e2703507144c863d18819ceed031f5ee9845d0d2534f6fb470208	410	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Cemetery Infestation.dck | Manalink3/Program/PlayDeck/Cemetery Infestation.dck | Mods/PlayDeck/PlayDeck_Brewin/Cemetery Infestation.dck	Manalink3, Mods	.dck	Cemetery Infestation.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ebe41cd60bbd07371d9b6551fd2ff127f24dd56e6b9ffb1281444638d4cfbfd3	410	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Fraises d'Oona.dck | Manalink3/Program/PlayDeck/Fraises d'Oona.dck | Mods/PlayDeck/PlayDeck_Brewin/Fraises d'Oona.dck	Manalink3, Mods	.dck	Fraises d'Oona.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
9253d500b045b6aa0f701cb591221d9360e9b2afae29a01bea5b3a6e2d0f3d9e	410	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Landshark.dck | Manalink3/Program/PlayDeck/Landshark.dck | Mods/PlayDeck/PlayDeck_Brewin/Landshark.dck	Manalink3, Mods	.dck	Landshark.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
9f22c226174fce5536a067e56e53cabf636922b06106a59ca5aa2cb32b1e3825	410	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Standard_Stroggoii_2.dck | Manalink3/Program/PlayDeck/Standard_Stroggoii_2.dck | Mods/PlayDeck/PlayDeck_Brewin/Standard_Stroggoii_2.dck	Manalink3, Mods	.dck	Standard_Stroggoii_2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
331ff4ef06bfac40864590b9cf1c6cc7d960d71d585ed4580cb1fc2dbc8ef051	410	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Tim Smith.dck | Manalink3/Program/PlayDeck/Tim Smith.dck | Mods/PlayDeck/PlayDeck_Brewin/Tim Smith.dck	Manalink3, Mods	.dck	Tim Smith.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
683b2ac8672f26d78b484c6c025d5549d30cd364494a3cec5291359b7dee50e0	410	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/WhiteRose.dck | Manalink3/Program/PlayDeck/WhiteRose.dck | Mods/PlayDeck/PlayDeck_Brewin/WhiteRose.dck	Manalink3, Mods	.dck	WhiteRose.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
8a69a424eb47433743d9f8bffd3aa3be5bd37c7628c1cf487c9d48bdaa1e5457	819	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Knights (Red) Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Knights (Red) Deck.dck	Manalink3, Mods	.dck	Knights (Red) Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
3d079cda48a1fe5fc7f4531ee98ab477d48d485e621f42bc2312041f36ada17b	819	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Seedborn Inspiration Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Seedborn Inspiration Deck.dck	Manalink3, Mods	.dck	Seedborn Inspiration Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ef8d3423f32e632be5dc32cc733849c40b7779cfd4564143515f29f0883a2694	819	2	Manalink3/Mods/PlayDeck/Mono Set/Fate Reforged/FRF UG Surprise Attack.dck | Mods/PlayDeck/Mono Set/Fate Reforged/FRF UG Surprise Attack.dck	Manalink3, Mods	.dck	FRF UG Surprise Attack.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c0baf1fbf0cf488ecf22cce6dc35739cc22f57fdfaebb954b9fae20888f4369d	819	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Purely Perfect.dck | Mods/PlayDeck/PlayDeck_Korath/Purely Perfect.dck	Manalink3, Mods	.dck	Purely Perfect.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
b986de579aa38bdf06e1304eac1378ae6c4a4e7858ebf7a8f49d6d250e343bcf	273	4	Manalink3/Mods/PlayDeck/Degenerate/Vanguard Avatar/jrelentless2.dck | Manalink3/Mods/PlayDeck/PlayDeck_Brewin/jrelentless2.dck | Mods/PlayDeck/Degenerate/Vanguard Avatar/jrelentless2.dck | Mods/PlayDeck/PlayDeck_Brewin/jrelentless2.dck	Manalink3, Mods	.dck	jrelentless2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
59cbd7c3e1d4dfbcbcb43e875e1987e7ec7c7325e968a89b6debe6068756f932	818	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Aura, White Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Aura, White Deck.dck	Manalink3, Mods	.dck	Aura, White Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
721279897e3ee172a698d5a18220a3a72536cda8d67e3f3aa48358fcbb969bf1	818	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Landbind to Plains Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Landbind to Plains Deck.dck	Manalink3, Mods	.dck	Landbind to Plains Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
0cbf79a8942378bde00f3d2ce01e24ad6fd58d07aaa83511890b1b7f4c68c1b1	818	2	Manalink3/Program/PlayDeck/Running the Maze.dck | Playdeck/Running the Maze.dck	Manalink3, Playdeck	.dck	Running the Maze.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
836b4480d739ecbfb7e361a9584afb5c8c4c493b216e55d5dd17c59f3ed9c29a	409	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Black landmine.dck | Manalink3/Program/PlayDeck/Black landmine.dck | Mods/PlayDeck/PlayDeck_Brewin/Black landmine.dck	Manalink3, Mods	.dck	Black landmine.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
d6c8f0ed604a4e22dad473f585f08840fc3dfe7f0cb6bff038f7ccae511970dc	409	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/BlackAndRed.dck | Manalink3/Program/PlayDeck/BlackAndRed.dck | Mods/PlayDeck/PlayDeck_Brewin/BlackAndRed.dck	Manalink3, Mods	.dck	BlackAndRed.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
da2be526e42c69cee84e949ef58f572f242a3f5a09ddbe84c83c810396e1eaba	409	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Single_Cognis_White.dck | Manalink3/Program/PlayDeck/Single_Cognis_White.dck | Mods/PlayDeck/PlayDeck_Brewin/Single_Cognis_White.dck	Manalink3, Mods	.dck	Single_Cognis_White.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
baa5113689d6dbe9b9c34b16a51746a2bcf9cbb3c016fc725914bb5009c805fe	817	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Atog, Foratog deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Atog, Foratog deck.dck	Manalink3, Mods	.dck	Atog, Foratog deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
250edba79287b0e13121f82d75074a96586f88b47828a014965b2d9cab33de43	817	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Serpents Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Serpents Deck.dck	Manalink3, Mods	.dck	Serpents Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c17c0579f67a55a1a6552603de91fcea5b9cc3f324a2a0271514d47ee9b838e9	817	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Immortal Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Immortal Deck.dck	Manalink3, Mods	.dck	Immortal Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
42c6b048ac6516cb614b17b81b0a026861e7b85d83462939fb6f3216f7a72653	817	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Metalcrafct Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Metalcrafct Deck.dck	Manalink3, Mods	.dck	Metalcrafct Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
9487f6bf5378fed54f08e76b56638051b17198843a73b60c77037b353bffbc2e	817	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Slaughterhouse Avacyn.dck | Mods/PlayDeck/PlayDeck_Brewin/Slaughterhouse Avacyn.dck	Manalink3, Mods	.dck	Slaughterhouse Avacyn.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
87ca2572ef2aab99c7fbb847371bcefd6f0fa64387c1f4036fdfe6ac83ba372e	817	2	Manalink3/Program/PlayDeck/Soul Searching.dck | Playdeck/Soul Searching.dck	Manalink3, Playdeck	.dck	Soul Searching.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
3a5198dfd4015921cead85acf0ca4c02d0566b52b633bb16bbe08cf25a4a1ce6	816	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Green Strike deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Green Strike deck.dck	Manalink3, Mods	.dck	Green Strike deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
bd8f398d65076a6eaf5d632d81fe79d279212c7b1de946fbe8d19a0fe2dff2e4	816	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Phyrexian Sacrifice Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Phyrexian Sacrifice Deck.dck	Manalink3, Mods	.dck	Phyrexian Sacrifice Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
e14a7b37b424456504849e5385bde9622b5241fbacdf67175f7a4de39e680aba	816	2	Manalink3/Mods/PlayDeck/Mono Set/Orion79 block/Rise of the Eldrazi Deck.dck | Mods/PlayDeck/Mono Set/Orion79 block/Rise of the Eldrazi Deck.dck	Manalink3, Mods	.dck	Rise of the Eldrazi Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
063cc083d2273f00f88ce2f1e4c0d01e1a3a1c04157302ce616d638f67a9e780	816	2	Manalink3/Mods/PlayDeck/Mono Set/Orion79 block/Worldwake Deck.dck | Mods/PlayDeck/Mono Set/Orion79 block/Worldwake Deck.dck	Manalink3, Mods	.dck	Worldwake Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2977085d8a7aa8bc93ef8ee449e928b90c07f07348f2b3c847232c56c2e54063	816	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Inflatable Fire Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Inflatable Fire Deck.dck	Manalink3, Mods	.dck	Inflatable Fire Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
d32a92e8e531aba60e1efaeffb4a9ce6031c1bf724ab3550a7d76a778e869b25	816	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Queen of Dark and Light.dck | Mods/PlayDeck/PlayDeck_Brewin/Queen of Dark and Light.dck	Manalink3, Mods	.dck	Queen of Dark and Light.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
62e95c00bba9963519ae2c17be7d1846d84c2f22389e02e9a5fa6ff21a7af960	816	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Modern Dralnu.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Modern Dralnu.dck	Manalink3, Mods	.dck	Modern Dralnu.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
08405213d9012792a90b27f2676c3cb95923f00c42a65bef39b618fec3261002	408	3	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Death From the Skies.dck | Manalink3/Program/PlayDeck/Death From the Skies.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Death From the Skies.dck	Manalink3, Mods	.dck	Death From the Skies.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
814ca7273e43c673cafbdeef7b2876425e31de4c6e08763e800616c1f7d362d0	408	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Angry Mob.dck | Manalink3/Program/PlayDeck/Angry Mob.dck | Mods/PlayDeck/PlayDeck_Brewin/Angry Mob.dck	Manalink3, Mods	.dck	Angry Mob.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
0b6b27f6b61eecbad9dbe0434b8b7b83344aab249de86cffd9bc3fd30bea7e51	408	3	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/jfaeries.dck | Manalink3/Program/PlayDeck/jfaeries.dck | Mods/PlayDeck/PlayDeck_Brewin/jfaeries.dck	Manalink3, Mods	.dck	jfaeries.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
50090be4c0727200664364bc78853ceda6933636e269ae8d68533e36af0b6ea0	815	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Animated Magic Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Animated Magic Deck.dck	Manalink3, Mods	.dck	Animated Magic Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
22914a83ca56cdea142487dcf6f2936d4542994863b7c46e65195f7f95bc3a49	815	2	Manalink3/Mods/PlayDeck/Mono Set/Orion79 block/Dark Ascension Deck 2.dck | Mods/PlayDeck/Mono Set/Orion79 block/Dark Ascension Deck 2.dck	Manalink3, Mods	.dck	Dark Ascension Deck 2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
bfdae55db1fdd0fbc01d247359e3c00234220faff29937fa094bfba5aa81e3fc	815	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Zombie sabouters Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Zombie sabouters Deck.dck	Manalink3, Mods	.dck	Zombie sabouters Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2a81fdc1b9e909840413b64a8c264601f5d63887c06f50a96c812de953f6f173	814	2	Manalink3/Mods/PlayDeck/Degenerate/Orion79 themed/Black Plague Deck.dck | Mods/PlayDeck/Degenerate/Orion79 themed/Black Plague Deck.dck	Manalink3, Mods	.dck	Black Plague Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
