enemy_number	enemy_name	color	active_deck_id	candidate_source	candidate_path	candidate_title	main_cards	all_cards	unique_main_cards	variant_sections	sha256	relation	warnings
25	Forest Dragon	green	0049	variant-revision	Decks - revision/0049.dck	Forest Dragon (G, 4th)	118	136	24	6	b790905fdf5fff57b66f44703a20624ad84274be49edf45d4a7416eb78bb4e89	same-id variant candidate	6 variant section(s)
25	Forest Dragon	green	0049	variant-tim	Decks - Tim/0049.dck	Forest Dragon (G, 4th)	118	136	24	6	b790905fdf5fff57b66f44703a20624ad84274be49edf45d4a7416eb78bb4e89	same-id variant candidate	6 variant section(s)
25	Forest Dragon	green	0049	variant-rawky	decks - rawky/0049.dck	Forest Dragon (Gr, Type 1)	59	74	31	6	bfd6334eef0267a8c78731a44c704bfae8eebdd88810efff21fb0ad39052c85b	same-id variant duplicate of active root	6 variant section(s)
26	Beastmaster	green	0170	active-root	decks/0170.dck	Beast Master (Gr, Type 1)	60	75	27	6	67a1399cdb29af51b48d3da6921b975a4332541ccb1cb1b4b38d9586fb350d36	current root deck	6 variant section(s)
26	Beastmaster	green	0170	active-program	Program/decks/0170.dck	Beast Master (Gr, Type 1)	60	60	11	0	77b322874140337826e4c3e5dc134d28df994a45ff318e797ff3bfd0b5b816f5	current Program deck	none
26	Beastmaster	green	0170	variant-harder	Decks - Harder/0170.dck	Beast Master (G, 4th)	60	60	24	0	2a8005e6e3d5ef04c8fb0e72d0a724747c267e1b8235d64f5c1211139609a861	same-id variant candidate	none
26	Beastmaster	green	0170	variant-new-original	decks - new original/0170.dck	Beast Master (Gr, Type 1)	60	60	11	0	77b322874140337826e4c3e5dc134d28df994a45ff318e797ff3bfd0b5b816f5	same-id variant candidate	none
26	Beastmaster	green	0170	variant-original-spaced	Decks - Original/0170.dck	Beast Master (G, 4th)	57	75	13	6	49482453ad68e89e060aed247c4a62b7636c5374dfda2689a3c704ec03df2af4	same-id variant candidate	6 variant section(s)
26	Beastmaster	green	0170	variant-original-underscore	Decks_original/0170.dck	Beast Master (G, 4th)	57	75	13	6	49482453ad68e89e060aed247c4a62b7636c5374dfda2689a3c704ec03df2af4	same-id variant candidate	6 variant section(s)
26	Beastmaster	green	0170	variant-alt	Decks_alt/0170.dck	Beast Master (G, 4th)	60	60	12	0	30e4209040b44370d10406e073f3fd5142c332788ce3c4d3f19961083976cde4	same-id variant candidate	none
26	Beastmaster	green	0170	variant-revision	Decks - revision/0170.dck	Beast Master (G, 4th)	117	135	25	6	9b7ebf84e0c4ce7e6e6841b8f36cab493fd6c5c2b38dffee32d74203c5e93b76	same-id variant candidate	6 variant section(s)
26	Beastmaster	green	0170	variant-tim	Decks - Tim/0170.dck	Beast Master (G, 4th)	117	135	25	6	9b7ebf84e0c4ce7e6e6841b8f36cab493fd6c5c2b38dffee32d74203c5e93b76	same-id variant candidate	6 variant section(s)
26	Beastmaster	green	0170	variant-rawky	decks - rawky/0170.dck	Beast Master (Gr, Type 1)	60	75	27	6	67a1399cdb29af51b48d3da6921b975a4332541ccb1cb1b4b38d9586fb350d36	same-id variant duplicate of active root	6 variant section(s)
27	Summoner	green	0030	active-root	decks/0030.dck	Summoner (Gr, Type 1)	60	60	21	0	d017a7c764230269500e346a47ae0a104bd04d2a2682135ecd6ae9f92668dda1	current root deck	none
27	Summoner	green	0030	active-program	Program/decks/0030.dck	Summoner (Gr, Type 1)	62	62	14	0	6e6cce5f29352c1180cb8171653f5511d50824be953093ccc57b9115ecfa61be	current Program deck	none
27	Summoner	green	0030	variant-harder	Decks - Harder/0030.dck	Summoner (G/W, 4th)	60	60	16	0	d7a432f7e533faa0bb29726fd963267ba28b4d1f1d85d488453c18868fefd5ea	same-id variant candidate	none
27	Summoner	green	0030	variant-new-original	decks - new original/0030.dck	Summoner (Gr, Type 1)	62	62	14	0	6e6cce5f29352c1180cb8171653f5511d50824be953093ccc57b9115ecfa61be	same-id variant candidate	none
27	Summoner	green	0030	variant-original-spaced	Decks - Original/0030.dck	Summoner (G/W, 4th)	57	75	13	6	113b0e7090b0601f75d86a9787f027b1ec7842ac7e8f33ed8330eea74ea6a754	same-id variant candidate	6 variant section(s)
27	Summoner	green	0030	variant-original-underscore	Decks_original/0030.dck	Summoner (G/W, 4th)	57	75	13	6	113b0e7090b0601f75d86a9787f027b1ec7842ac7e8f33ed8330eea74ea6a754	same-id variant candidate	6 variant section(s)
27	Summoner	green	0030	variant-alt	Decks_alt/0030.dck	Summoner (G/W, 4th)	60	60	14	0	4cbc829b90e49e82ad149bccbeb1261cc326e85412db8ac1a623269ada18d80e	same-id variant candidate	none
27	Summoner	green	0030	variant-revision	Decks - revision/0030.dck	Summoner (G/W, 4th)	117	135	27	6	1c7c0705be8ff3c2efd66761e0e01909d26698d2ebac0a4c364763d43ea0747b	same-id variant candidate	6 variant section(s)
27	Summoner	green	0030	variant-tim	Decks - Tim/0030.dck	Summoner (G/W, 4th)	117	135	27	6	1c7c0705be8ff3c2efd66761e0e01909d26698d2ebac0a4c364763d43ea0747b	same-id variant candidate	6 variant section(s)
27	Summoner	green	0030	variant-rawky	decks - rawky/0030.dck	Summoner (Gr, Type 1)	60	60	21	0	d017a7c764230269500e346a47ae0a104bd04d2a2682135ecd6ae9f92668dda1	same-id variant duplicate of active root	none
28	Great Druid	green	0095	active-root	decks/0095.dck	Great Druid (Gr, Type 1)	60	60	35	0	3baada154d7b5a1001199be264d34ba3f2ea0f3834bd69dfea2cc6b8d5faa68c	current root deck	none
28	Great Druid	green	0095	active-program	Program/decks/0095.dck	Great Druid (Gr, Type 1)	60	60	16	0	3081f139121477d8eb6f5d1a6ae9170b37b10fe3d689964c35e9b0191c47e1bc	current Program deck	none
28	Great Druid	green	0095	variant-harder	Decks - Harder/0095.dck	Great Druid (G, 4th)	60	60	14	0	3189fa21f3eb3f7f956c1f6ae214b312f82b81d077d93c5e5612a7c69bf25578	same-id variant candidate	none
28	Great Druid	green	0095	variant-new-original	decks - new original/0095.dck	Great Druid (Gr, Type 1)	60	60	16	0	3081f139121477d8eb6f5d1a6ae9170b37b10fe3d689964c35e9b0191c47e1bc	same-id variant candidate	none
28	Great Druid	green	0095	variant-original-spaced	Decks - Original/0095.dck	Great Druid (G, 4th)	57	75	13	6	ccc31ecc1f9f09f964df7e302a7aa4cd12f20659f9d5c08c11036140156fa7a2	same-id variant candidate	6 variant section(s)
28	Great Druid	green	0095	variant-original-underscore	Decks_original/0095.dck	Great Druid (G, 4th)	57	75	13	6	ccc31ecc1f9f09f964df7e302a7aa4cd12f20659f9d5c08c11036140156fa7a2	same-id variant candidate	6 variant section(s)
28	Great Druid	green	0095	variant-alt	Decks_alt/0095.dck	Great Druid (G, 4th)	60	60	16	0	2c14d459c99a861f16089c5db1950636076756c1d35029c34883b0704b0a4dbf	same-id variant candidate	none
28	Great Druid	green	0095	variant-revision	Decks - revision/0095.dck	Great Druid (G, 4th)	117	135	29	6	c8cb391f904260c9a2047def5a57524a9e66021b2cc9b155814953e3f51d2857	same-id variant candidate	6 variant section(s)
28	Great Druid	green	0095	variant-tim	Decks - Tim/0095.dck	Great Druid (G, 4th)	117	135	29	6	c8cb391f904260c9a2047def5a57524a9e66021b2cc9b155814953e3f51d2857	same-id variant candidate	6 variant section(s)
28	Great Druid	green	0095	variant-rawky	decks - rawky/0095.dck	Great Druid (Gr, Type 1)	60	60	35	0	3baada154d7b5a1001199be264d34ba3f2ea0f3834bd69dfea2cc6b8d5faa68c	same-id variant duplicate of active root	none
29	Sorceress	red	0074	active-root	decks/0074.dck	Sorceress (Re, Type 1)	60	60	46	0	8674099984dc08a0a7b92ac456a3997e438fb872260115ddcc01d82f9ab5b47e	current root deck	none
29	Sorceress	red	0074	active-program	Program/decks/0074.dck	Sorceress (Re, Type 1)	59	59	14	0	27735a1b8c203aa62415b8feaea5cd2af35075006c20e9c363ba70aab2e00a0d	current Program deck	none
29	Sorceress	red	0074	variant-harder	Decks - Harder/0074.dck	Sorceress (R, 4th)	60	60	18	0	e6f7b179ae974517ecb38e1c312b25f2f7925b64e1114df08fd8980e7457aad9	same-id variant candidate	none
29	Sorceress	red	0074	variant-new-original	decks - new original/0074.dck	Sorceress (Re, Type 1)	59	59	14	0	27735a1b8c203aa62415b8feaea5cd2af35075006c20e9c363ba70aab2e00a0d	same-id variant candidate	none
29	Sorceress	red	0074	variant-original-spaced	Decks - Original/0074.dck	Sorceress (R, 4th)	57	75	12	6	c72b11bef17df87e19ebb2f19162be1b911a3b2fe96f47786c1226bb1e229066	same-id variant candidate	6 variant section(s)
29	Sorceress	red	0074	variant-original-underscore	Decks_original/0074.dck	Sorceress (R, 4th)	57	75	12	6	c72b11bef17df87e19ebb2f19162be1b911a3b2fe96f47786c1226bb1e229066	same-id variant candidate	6 variant section(s)
29	Sorceress	red	0074	variant-alt	Decks_alt/0074.dck	Sorceress (R, 4th)	60	60	14	0	d9c4594ef4717b54c603834149b3a2a113865cd919674e055ab1a02690dacea2	same-id variant candidate	none
29	Sorceress	red	0074	variant-revision	Decks - revision/0074.dck	Sorceress (R, 4th)	117	135	26	6	38469afe9a9e4a9dc55db0fedd40347fc6374466b06e1c3aefbdb5c94a5281a7	same-id variant candidate	6 variant section(s)
29	Sorceress	red	0074	variant-tim	Decks - Tim/0074.dck	Sorceress (R, 4th)	117	135	26	6	38469afe9a9e4a9dc55db0fedd40347fc6374466b06e1c3aefbdb5c94a5281a7	same-id variant candidate	6 variant section(s)
29	Sorceress	red	0074	variant-rawky	decks - rawky/0074.dck	Sorceress (Re, Type 1)	60	60	46	0	8674099984dc08a0a7b92ac456a3997e438fb872260115ddcc01d82f9ab5b47e	same-id variant duplicate of active root	none
30	Sorcerer	red	0192	active-root	decks/0192.dck	Sorcerer (Re, Type 1)	60	75	34	6	8f6bb975bf0fd86e0e32f5de5de1bb60d13f69e8c3a72a1f30072f35d5ac2c11	current root deck	6 variant section(s)
30	Sorcerer	red	0192	active-program	Program/decks/0192.dck	Sorcerer (Re, Type 1)	60	60	12	0	f6be1ea21e5b5818df51730a077dd2735a15a35adde9e0c515fd1857ab3c54f6	current Program deck	none
30	Sorcerer	red	0192	variant-harder	Decks - Harder/0192.dck	Sorcerer (R, 4th)	60	60	14	0	2335ec64cd6080eae9e66df415ef2cd0e293768b74998a2d86bb3e3a5e1cfe6f	same-id variant candidate	none
30	Sorcerer	red	0192	variant-new-original	decks - new original/0192.dck	Sorcerer (Re, Type 1)	60	60	12	0	f6be1ea21e5b5818df51730a077dd2735a15a35adde9e0c515fd1857ab3c54f6	same-id variant candidate	none
30	Sorcerer	red	0192	variant-original-spaced	Decks - Original/0192.dck	Sorcerer (R, 4th)	57	75	11	6	6cc63db013f30935337aa4b2d4207bd6d1afa6646a1ace2e6a9b843fa9b0cc48	same-id variant candidate	6 variant section(s)
30	Sorcerer	red	0192	variant-original-underscore	Decks_original/0192.dck	Sorcerer (R, 4th)	57	75	11	6	6cc63db013f30935337aa4b2d4207bd6d1afa6646a1ace2e6a9b843fa9b0cc48	same-id variant candidate	6 variant section(s)
30	Sorcerer	red	0192	variant-alt	Decks_alt/0192.dck	Sorcerer (R, 4th)	60	60	11	0	3efa1f29ed6074fd46e0881136851a8205d86dc2a8b0ca451b453389c8515503	same-id variant candidate	none
30	Sorcerer	red	0192	variant-revision	Decks - revision/0192.dck	Sorcerer (R, 4th)	117	135	22	6	874422db8c6075a584284405e8fd5fefbc8329521c4badc39e5e262c082273b1	same-id variant candidate	6 variant section(s)
30	Sorcerer	red	0192	variant-tim	Decks - Tim/0192.dck	Sorcerer (R, 4th)	117	135	22	6	874422db8c6075a584284405e8fd5fefbc8329521c4badc39e5e262c082273b1	same-id variant candidate	6 variant section(s)
30	Sorcerer	red	0192	variant-rawky	decks - rawky/0192.dck	Sorcerer (Re, Type 1)	60	75	34	6	8f6bb975bf0fd86e0e32f5de5de1bb60d13f69e8c3a72a1f30072f35d5ac2c11	same-id variant duplicate of active root	6 variant section(s)
31	Troll Shaman	red	0261	active-root	decks/0261.dck	Troll Shaman (Re, Type 1)	60	75	27	6	83e70a814c8d9148f2edde76fd2c02312159575c38a1ab3fddc97ef6e465e933	current root deck	6 variant section(s)
31	Troll Shaman	red	0261	active-program	Program/decks/0261.dck	Troll Shaman (Re, Type 1)	60	60	12	0	eb4c775dba736f55c9e77b23228c0d0f960e1b1b6f2faa1e1b37aa44c3262492	current Program deck	none
31	Troll Shaman	red	0261	variant-harder	Decks - Harder/0261.dck	Troll Shaman (Re, 4th)	60	60	29	0	3a782b5417cd4f20675fa9165708717de99ee1678fe607951b6c8b7d04c56fec	same-id variant candidate	none
31	Troll Shaman	red	0261	variant-new-original	decks - new original/0261.dck	Troll Shaman (Re, Type 1)	60	60	12	0	eb4c775dba736f55c9e77b23228c0d0f960e1b1b6f2faa1e1b37aa44c3262492	same-id variant candidate	none
31	Troll Shaman	red	0261	variant-original-spaced	Decks - Original/0261.dck	Troll Shaman (Re, 4th)	57	75	14	6	51dc8e3ac181bf6fdddb033581a0d76226ea08e780b686b8a0a22b04ad6061d7	same-id variant candidate	6 variant section(s)
31	Troll Shaman	red	0261	variant-original-underscore	Decks_original/0261.dck	Troll Shaman (Re, 4th)	57	75	14	6	51dc8e3ac181bf6fdddb033581a0d76226ea08e780b686b8a0a22b04ad6061d7	same-id variant candidate	6 variant section(s)
31	Troll Shaman	red	0261	variant-alt	Decks_alt/0261.dck	Troll Shaman (Re, 4th)	60	60	11	0	5773dea7793a2c782cb5bcbc5f435e6d272a8f008add522abd00cb7768f37c39	same-id variant candidate	none
31	Troll Shaman	red	0261	variant-revision	Decks - revision/0261.dck	Troll Shaman (Re, 4th)	117	135	25	6	0ba39a05db083b8698746d7da7a5217b2c149882a1de102273f45a6bba4ca289	same-id variant candidate	6 variant section(s)
31	Troll Shaman	red	0261	variant-tim	Decks - Tim/0261.dck	Troll Shaman (Re, 4th)	117	135	25	6	0ba39a05db083b8698746d7da7a5217b2c149882a1de102273f45a6bba4ca289	same-id variant candidate	6 variant section(s)
31	Troll Shaman	red	0261	variant-rawky	decks - rawky/0261.dck	Troll Shaman (Re, Type 1)	60	75	27	6	83e70a814c8d9148f2edde76fd2c02312159575c38a1ab3fddc97ef6e465e933	same-id variant duplicate of active root	6 variant section(s)
32	Goblin Lord	red	0102	active-root	decks/0102.dck	Goblin Warlord (Re, Type 1)	60	60	13	0	d3250123100f005800b10821c3199ef983ab6ae5e1f8c7c933e7e9e467401710	current root deck	none
32	Goblin Lord	red	0102	active-program	Program/decks/0102.dck	Goblin Warlord (Re, Type 1)	60	60	13	0	d3250123100f005800b10821c3199ef983ab6ae5e1f8c7c933e7e9e467401710	current Program deck	none
32	Goblin Lord	red	0102	variant-harder	Decks - Harder/0102.dck	Goblin Warlord (Re, 4th)	60	60	15	0	6282536a423973a18501e3a94f693e9fb64d5fab9628067824a415d774c6f183	same-id variant candidate	none
32	Goblin Lord	red	0102	variant-new-original	decks - new original/0102.dck	Goblin Warlord (Re, Type 1)	60	60	13	0	d3250123100f005800b10821c3199ef983ab6ae5e1f8c7c933e7e9e467401710	same-id variant duplicate of active root	none
32	Goblin Lord	red	0102	variant-original-spaced	Decks - Original/0102.dck	Goblin Warlord (Re, 4th)	57	75	11	6	575e8c4515a013b3db0a789c775c1ccd6fce218addb0f5e8b263659d6addd45f	same-id variant candidate	6 variant section(s)
32	Goblin Lord	red	0102	variant-original-underscore	Decks_original/0102.dck	Goblin Warlord (Re, 4th)	57	75	11	6	575e8c4515a013b3db0a789c775c1ccd6fce218addb0f5e8b263659d6addd45f	same-id variant candidate	6 variant section(s)
32	Goblin Lord	red	0102	variant-alt	Decks_alt/0102.dck	Goblin Warlord (Re, 4th)	60	60	12	0	fc81593abdf9a97166057b551ef19c0b7157c5d3ad17049949200688c93aebdd	same-id variant candidate	none
32	Goblin Lord	red	0102	variant-revision	Decks - revision/0102.dck	Goblin Warlord (Re, 4th)	117	135	23	6	df9ede6acd4b3539d46796819aa328efc8bfa63f5b346a4c244181809d9b2e00	same-id variant candidate	6 variant section(s)
32	Goblin Lord	red	0102	variant-tim	Decks - Tim/0102.dck	Goblin Warlord (Re, 4th)	117	135	23	6	df9ede6acd4b3539d46796819aa328efc8bfa63f5b346a4c244181809d9b2e00	same-id variant candidate	6 variant section(s)
32	Goblin Lord	red	0102	variant-rawky	decks - rawky/0102.dck	Goblin Warlord (Re, Type 1)	60	75	28	6	006435578bf7f00005b7a7e7056b11864e99aef3723fa59f465db744235841ee	same-id variant candidate	6 variant section(s)
33	Hydra	red	0207	active-root	decks/0207.dck	Great Hydra (Re, Type 1)	59	74	24	6	029fb488e82c75beec4ff79c3c81b500e030d602fb78a2fad956d9c7aa311e9e	current root deck	6 variant section(s)
33	Hydra	red	0207	active-program	Program/decks/0207.dck	Great Hydra (Re, Type 1)	60	60	11	0	7de9c78494cbce56f7df124eca58660011cbed1414e8984d98e158d7294cbf08	current Program deck	none
33	Hydra	red	0207	variant-harder	Decks - Harder/0207.dck	Crag Hydra (R, 4th)	60	60	21	0	26d34eef1695dead18b83caa0489f08b9fc718642becf234865ea6a4bde48d7c	same-id variant candidate	none
33	Hydra	red	0207	variant-new-original	decks - new original/0207.dck	Great Hydra (Re, Type 1)	60	60	11	0	7de9c78494cbce56f7df124eca58660011cbed1414e8984d98e158d7294cbf08	same-id variant candidate	none
33	Hydra	red	0207	variant-original-spaced	Decks - Original/0207.dck	Crag Hydra (R, 4th)	57	75	12	6	11c5baae16b002ed0b82931d47a4cc03393974be3d22d1c3a620b46159aa9fb3	same-id variant candidate	6 variant section(s)
33	Hydra	red	0207	variant-original-underscore	Decks_original/0207.dck	Crag Hydra (R, 4th)	57	75	12	6	11c5baae16b002ed0b82931d47a4cc03393974be3d22d1c3a620b46159aa9fb3	same-id variant candidate	6 variant section(s)
33	Hydra	red	0207	variant-alt	Decks_alt/0207.dck	Crag Hydra (R, 4th)	60	60	13	0	86c4604799fe3453dcd860d78c8cee52b1ca4d0f8c28f1ad0c1fbbf9075b8ec5	same-id variant candidate	none
33	Hydra	red	0207	variant-revision	Decks - revision/0207.dck	Crag Hydra (R, 4th)	117	135	26	6	6005f20b40fcdb7cc05eb74bec2cbf1a4c7308b80bbb14a820654b05336dc2d8	same-id variant candidate	6 variant section(s)
33	Hydra	red	0207	variant-tim	Decks - Tim/0207.dck	Crag Hydra (R, 4th)	117	135	25	6	7acf8426d833d8db8a17ec1499ecb6c65e57195ca93404d512ff98c5397696d2	same-id variant candidate	6 variant section(s)
33	Hydra	red	0207	variant-rawky	decks - rawky/0207.dck	Great Hydra (Re, Type 1)	59	74	24	6	029fb488e82c75beec4ff79c3c81b500e030d602fb78a2fad956d9c7aa311e9e	same-id variant duplicate of active root	6 variant section(s)
34	War Mage	red	0229	active-root	decks/0229.dck	War Mage (Re, Type 1)	60	60	24	0	2a1a3012161ffc8755817fd995488c0c68952ab5c7a0deee15284d4c47d24ac2	current root deck	none
34	War Mage	red	0229	active-program	Program/decks/0229.dck	War Mage (Re, Type 1)	60	60	12	0	f3638bc8a6f2b841dfdb209a21975a4f35c30008388388cb0059fc0fceed0451	current Program deck	none
34	War Mage	red	0229	variant-harder	Decks - Harder/0229.dck	War Mage (Re, 4th)	60	60	22	0	49b0f3aa8d1565e600a6070c021993d7e7c4e70cc8d8a7bccb6e08fce9b603fb	same-id variant candidate	none
34	War Mage	red	0229	variant-new-original	decks - new original/0229.dck	War Mage (Re, Type 1)	60	60	12	0	f3638bc8a6f2b841dfdb209a21975a4f35c30008388388cb0059fc0fceed0451	same-id variant candidate	none
34	War Mage	red	0229	variant-original-spaced	Decks - Original/0229.dck	War Mage (Re, 4th)	57	75	11	6	5e189caf4c74c24466d245f13ac489d87f31147965d6843891684b6929cb487f	same-id variant candidate	6 variant section(s)
34	War Mage	red	0229	variant-original-underscore	Decks_original/0229.dck	War Mage (Re, 4th)	57	75	11	6	5e189caf4c74c24466d245f13ac489d87f31147965d6843891684b6929cb487f	same-id variant candidate	6 variant section(s)
34	War Mage	red	0229	variant-alt	Decks_alt/0229.dck	War Mage (Re, 4th)	60	60	14	0	9dc005b26a8d2b4a207a6915eee26e2404c4ece856d5d36003f92aadd54118d4	same-id variant candidate	none
34	War Mage	red	0229	variant-revision	Decks - revision/0229.dck	War Mage (Re, 4th)	117	135	25	6	c7b6bb85a03b768c76df8f25eb4edc52f21df3676df5c59022746a3099e626f6	same-id variant candidate	6 variant section(s)
34	War Mage	red	0229	variant-tim	Decks - Tim/0229.dck	War Mage (Re, 4th)	117	135	25	6	c7b6bb85a03b768c76df8f25eb4edc52f21df3676df5c59022746a3099e626f6	same-id variant candidate	6 variant section(s)
34	War Mage	red	0229	variant-rawky	decks - rawky/0229.dck	War Mage (Re, Type 1)	60	60	24	0	2a1a3012161ffc8755817fd995488c0c68952ab5c7a0deee15284d4c47d24ac2	same-id variant duplicate of active root	none
35	Dragon Lord	red	0135	active-root	decks/0135.dck	Kzzy'n - The Dragon Lord (Re, Type 1)	60	60	32	0	dd5b38ed514cbb1ad5ec75524e57505eff9ee4ea84894d915803ed5fd0548e3a	current root deck	none
35	Dragon Lord	red	0135	active-program	Program/decks/0135.dck	Kzzy'n - The Dragon Lord (Re, Type 1)	58	58	13	0	c7cdf73a34f44da9e0966e7a17ae0781fda976201795e25fd8b041bbaee259e6	current Program deck	none
35	Dragon Lord	red	0135	variant-harder	Decks - Harder/0135.dck	Kzzy'n - The Dragon Lord (R, 4th)	60	60	23	0	9b9004b4a5fef24dd37c1a24cbc923c21fdb69b05dfede3a807db33cf9e865d3	same-id variant candidate	none
35	Dragon Lord	red	0135	variant-new-original	decks - new original/0135.dck	Kzzy'n - The Dragon Lord (Re, Type 1)	58	58	13	0	c7cdf73a34f44da9e0966e7a17ae0781fda976201795e25fd8b041bbaee259e6	same-id variant candidate	none
35	Dragon Lord	red	0135	variant-original-spaced	Decks - Original/0135.dck	Kzzy'n - The Dragon Lord (R, 4th)	64	64	19	0	f97e9a5baf2a266ec3896e5d41391dfb31080f69f6aa8e7283dd2df680600101	same-id variant candidate	none
35	Dragon Lord	red	0135	variant-original-underscore	Decks_original/0135.dck	Kzzy'n - The Dragon Lord (R, 4th)	64	64	19	0	f97e9a5baf2a266ec3896e5d41391dfb31080f69f6aa8e7283dd2df680600101	same-id variant candidate	none
35	Dragon Lord	red	0135	variant-alt	Decks_alt/0135.dck	Kzzy'n - The Dragon Lord (R, 4th)	60	60	21	0	117afbe90aaef7eb818e961cc9bb81a09e72fc036d80ea870e48b8b84875c8d5	same-id variant candidate	none
35	Dragon Lord	red	0135	variant-revision	Decks - revision/0135.dck	Kzzy'n - The Dragon Lord (R, 4th)	124	124	40	0	5c389d39ee83acc2b039fcddba63a0715e6da6759494f9c0ef016a6712ddf374	same-id variant candidate	none
35	Dragon Lord	red	0135	variant-tim	Decks - Tim/0135.dck	Kzzy'n - The Dragon Lord (R, 4th)	124	124	40	0	5c389d39ee83acc2b039fcddba63a0715e6da6759494f9c0ef016a6712ddf374	same-id variant candidate	none
35	Dragon Lord	red	0135	variant-rawky	decks - rawky/0135.dck	Kzzy'n - The Dragon Lord (Re, Type 1)	60	60	32	0	dd5b38ed514cbb1ad5ec75524e57505eff9ee4ea84894d915803ed5fd0548e3a	same-id variant duplicate of active root	none
36	Tusk Guardian	green+white	0414	active-root	decks/0414.dck	Guardian of the Tusk (Wh/Gr, Type 1)	60	75	28	6	2717bd8a5c7e41acbe17623524c789f54a03a88fa0339b305501344f90e5d450	current root deck	6 variant section(s)
36	Tusk Guardian	green+white	0414	active-program	Program/decks/0414.dck	Guardian of the Tusk (Wh/Gr, Type 1)	60	60	15	0	31395007d1f0591e7d09d9be6fd3e59dede723938e3fc41cea2207d96cddd387	current Program deck	none
36	Tusk Guardian	green+white	0414	variant-harder	Decks - Harder/0414.dck	Guardian of the Tusk (Wh/Gr, 4th)	60	60	21	0	faf5d6ac244d2ff41ed02b7af1ce29b031fcb34a7c779f49f4ee7d782b45b3da	same-id variant candidate	none
36	Tusk Guardian	green+white	0414	variant-new-original	decks - new original/0414.dck	Guardian of the Tusk (Wh/Gr, Type 1)	60	60	15	0	31395007d1f0591e7d09d9be6fd3e59dede723938e3fc41cea2207d96cddd387	same-id variant candidate	none
36	Tusk Guardian	green+white	0414	variant-original-spaced	Decks - Original/0414.dck	Guardian of the Tusk (Wh/Gr, 4th)	60	60	15	0	d60e0238c0a63dec8bc195965659cd7f68c99e2d1ed67e88798e4ced76933894	same-id variant candidate	none
36	Tusk Guardian	green+white	0414	variant-original-underscore	Decks_original/0414.dck	Guardian of the Tusk (Wh/Gr, 4th)	60	60	15	0	d60e0238c0a63dec8bc195965659cd7f68c99e2d1ed67e88798e4ced76933894	same-id variant candidate	none
36	Tusk Guardian	green+white	0414	variant-alt	Decks_alt/0414.dck	Guardian of the Tusk (Wh/Gr, 4th)	60	60	15	0	43e11b73f171717550b9c370980a575fdf2cd29cfa1095f759573075ff6d90f5	same-id variant candidate	none
36	Tusk Guardian	green+white	0414	variant-revision	Decks - revision/0414.dck	Guardian of the Tusk (Wh/Gr, 4th)	120	120	30	0	2b603f203919187a66548199c1420cabc88bbd950ae55f13d770a2085850f667	same-id variant candidate	none
36	Tusk Guardian	green+white	0414	variant-tim	Decks - Tim/0414.dck	Guardian of the Tusk (Wh/Gr, 4th)	120	120	30	0	2b603f203919187a66548199c1420cabc88bbd950ae55f13d770a2085850f667	same-id variant candidate	none
36	Tusk Guardian	green+white	0414	variant-rawky	decks - rawky/0414.dck	Guardian of the Tusk (Wh/Gr, Type 1)	60	75	28	6	2717bd8a5c7e41acbe17623524c789f54a03a88fa0339b305501344f90e5d450	same-id variant duplicate of active root	6 variant section(s)
37	Sedge Beast	black+red	0219	active-root	decks/0219.dck	Sedge Beast (Re/Bl, Type 1)	60	75	28	6	f686d78796ef321d47f8af49d9ac9cf923525b7985369bc368fa6eb2c1e88e51	current root deck	6 variant section(s)
37	Sedge Beast	black+red	0219	active-program	Program/decks/0219.dck	Sedge Beast (Re/Bl, Type 1)	60	60	13	0	c903c064ceeda947820a1e23be7f146a3d028d51308c446687aed3e0d3133816	current Program deck	none
37	Sedge Beast	black+red	0219	variant-harder	Decks - Harder/0219.dck	Sedge Beast (R/B, 4th)	60	60	20	0	29cdcee053f9bdd56f7eb234cd379ca59ba7a049aa01d871e46ad4b507750a07	same-id variant candidate	none
37	Sedge Beast	black+red	0219	variant-new-original	decks - new original/0219.dck	Sedge Beast (Re/Bl, Type 1)	60	60	13	0	c903c064ceeda947820a1e23be7f146a3d028d51308c446687aed3e0d3133816	same-id variant candidate	none
37	Sedge Beast	black+red	0219	variant-original-spaced	Decks - Original/0219.dck	Sedge Beast (R/B, 4th)	57	75	13	6	b4a25c81931e4d6d85323217615aa7074724930e450d93a703a2c493f5c10260	same-id variant candidate	6 variant section(s)
37	Sedge Beast	black+red	0219	variant-original-underscore	Decks_original/0219.dck	Sedge Beast (R/B, 4th)	57	75	13	6	b4a25c81931e4d6d85323217615aa7074724930e450d93a703a2c493f5c10260	same-id variant candidate	6 variant section(s)
37	Sedge Beast	black+red	0219	variant-alt	Decks_alt/0219.dck	Sedge Beast (R/B, 4th)	60	60	14	0	b10c5e317da73bebf1d840d2a97002a7f73d19168274e859e1cefb1e1fde2c4f	same-id variant candidate	none
37	Sedge Beast	black+red	0219	variant-revision	Decks - revision/0219.dck	Sedge Beast (R/B, 4th)	117	135	27	6	8cbbf0e18d86ca693e806b36b11b5613944cea871c75a9bcf28548d182ec08cf	same-id variant candidate	6 variant section(s)
37	Sedge Beast	black+red	0219	variant-tim	Decks - Tim/0219.dck	Sedge Beast (R/B, 4th)	117	135	27	6	8cbbf0e18d86ca693e806b36b11b5613944cea871c75a9bcf28548d182ec08cf	same-id variant candidate	6 variant section(s)
